         9096317 function calls (9036002 primitive calls) in 14.123 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      505    0.006    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:430(_validate_bytecode_header)
    18373    0.006    0.000    0.006    0.000 _weakrefset.py:70(__contains__)
    13145    0.005    0.000    0.020    0.000 scanner.py:125(peek_token)
     4910    0.005    0.000    0.005    0.000 {built-in method __new__ of type object at 0x2b3e075ef8e0}
   509/96    0.005    0.000    0.015    0.000 sre_parse.py:470(_parse)
    28131    0.005    0.000    0.005    0.000 {method 'strip' of 'str' objects}
    25002    0.005    0.000    0.005    0.000 _iotools.py:20(_decode_line)
       77    0.005    0.000    0.005    0.000 {built-in method posix.listdir}
        1    0.005    0.005    0.123    0.123 registry.py:595(_build_cache)
     2202    0.005    0.000    0.014    0.000 scanner.py:453(fetch_flow_collection_end)
    19789    0.005    0.000    0.005    0.000 __init__.py:877(__getitem__)
     9229    0.005    0.000    0.005    0.000 scanner.py:38(__init__)
    19530    0.005    0.000    0.005    0.000 scanner.py:325(unwind_indent)
     2202    0.004    0.000    0.021    0.000 scanner.py:430(fetch_flow_collection_start)
     7915    0.004    0.000    0.016    0.000 registry.py:632(get_name)
     7531    0.004    0.000    0.006    0.000 scanner.py:731(check_plain)
     7541    0.004    0.000    0.007    0.000 constructor.py:173(construct_scalar)
     9944    0.004    0.000    0.004    0.000 {method 'replace' of 'str' objects}
     7541    0.004    0.000    0.004    0.000 events.py:65(__init__)
     2543    0.004    0.000    0.004    0.000 {method 'reduce' of 'numpy.ufunc' objects}
    13679    0.004    0.000    0.004    0.000 tokens.py:3(__init__)
      603    0.004    0.000    0.099    0.000 util.py:583(from_string)
    17543    0.004    0.000    0.004    0.000 {method 'rstrip' of 'str' objects}
   845/89    0.004    0.000    0.020    0.000 sre_compile.py:64(_compile)
      637    0.004    0.000    0.158    0.000 <frozen importlib._bootstrap>:870(_find_spec)
     7541    0.003    0.000    0.003    0.000 tokens.py:98(__init__)
        2    0.003    0.002    0.003    0.002 {built-in method spglib._spglib.dataset}
      632    0.003    0.000    0.151    0.000 <frozen importlib._bootstrap_external>:1117(_get_spec)
    12214    0.003    0.000    0.004    0.000 util.py:410(__hash__)
     1010    0.003    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:263(cache_from_source)
     6605    0.003    0.000    0.102    0.000 parser.py:267(parse_flow_node)
     7541    0.003    0.000    0.003    0.000 nodes.py:27(__init__)
     1728    0.003    0.000    0.352    0.000 parser.py:381(parse_block_sequence_entry)
     2652    0.003    0.000    0.034    0.000 constructor.py:129(<listcomp>)
     3243    0.003    0.000    0.038    0.000 compat.py:29(tokenizer)
      981    0.003    0.000    0.032    0.000 registry.py:798(_get_root_units)
      505    0.003    0.000    0.097    0.000 <frozen importlib._bootstrap_external>:743(get_code)
     3105    0.003    0.000    0.006    0.000 util.py:422(__eq__)
    13129    0.003    0.000    0.003    0.000 parser.py:114(get_event)
        2    0.003    0.001    0.005    0.002 cells.py:588(_extract)
     4824    0.003    0.000    0.003    0.000 re.py:324(_subx)
    11332    0.003    0.000    0.003    0.000 util.py:404(__getitem__)
     5642    0.003    0.000    0.003    0.000 enum.py:515(__new__)
      999    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap>:157(_get_module_lock)
     2575    0.003    0.000    0.008    0.000 enum.py:801(__and__)
     8658    0.003    0.000    0.003    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
        1    0.003    0.003    1.061    1.061 __init__.py:103(load)
    646/4    0.003    0.000    0.829    0.207 <frozen importlib._bootstrap>:966(_find_and_load)
     4739    0.003    0.000    0.005    0.000 util.py:642(__hash__)
      603    0.003    0.000    0.012    0.000 <frozen importlib._bootstrap>:504(_init_module_attrs)
    11457    0.003    0.000    0.004    0.000 util.py:398(__iter__)
      344    0.003    0.000    0.006    0.000 inspect.py:2095(_signature_from_function)
     1082    0.002    0.000    0.030    0.000 registry.py:702(_get_dimensionality)
     7354    0.002    0.000    0.002    0.000 sre_parse.py:232(__next)
 1869/603    0.002    0.000    0.023    0.000 pint_eval.py:67(evaluate)
     1355    0.002    0.000    0.243    0.000 parser.py:402(parse_indentless_sequence_entry)
      392    0.002    0.000    0.073    0.000 definitions.py:236(from_string)
      487    0.002    0.000    0.004    0.000 definitions.py:44(from_string)
     2450    0.002    0.000    0.021    0.000 util.py:532(__init__)
      999    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:78(acquire)
      603    0.002    0.000    0.023    0.000 util.py:762(string_preprocessor)
    603/4    0.002    0.000    0.826    0.207 <frozen importlib._bootstrap>:651(_load_unlocked)
     5790    0.002    0.000    0.004    0.000 scanner.py:706(check_block_entry)
     5655    0.002    0.000    0.009    0.000 enum.py:265(__call__)
       96    0.002    0.000    0.071    0.001 _distn_infrastructure.py:1487(__init__)
3100/1122    0.002    0.000    0.377    0.000 <frozen importlib._bootstrap>:997(_handle_fromlist)
      671    0.002    0.000    0.003    0.000 inspect.py:2714(__init__)
     4490    0.002    0.000    0.006    0.000 {built-in method builtins.any}
     2941    0.002    0.000    0.004    0.000 __init__.py:894(__contains__)
      603    0.002    0.000    0.004    0.000 tokenize.py:355(detect_encoding)
     2202    0.002    0.000    0.067    0.000 parser.py:471(parse_flow_sequence_first_entry)
      999    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:103(release)
     1818    0.002    0.000    0.017    0.000 util.py:536(from_word)
     1152    0.002    0.000    0.041    0.000 registry.py:1060(_dedup_candidates)
    10333    0.002    0.000    0.002    0.000 resolver.py:91(descend_resolver)
      547    0.002    0.000    0.005    0.000 scanner.py:545(fetch_value)
    644/4    0.002    0.000    0.829    0.207 <frozen importlib._bootstrap>:936(_find_and_load_unlocked)
     1065    0.002    0.000    0.004    0.000 registry.py:476(_define_single_adder)
        1    0.002    0.002   14.125   14.125 run_phonopy.py:1(<module>)
  671/344    0.002    0.000    0.012    0.000 inspect.py:2176(_signature_from_callable)
    17075    0.002    0.000    0.002    0.000 {method 'lstrip' of 'str' objects}
     2792    0.002    0.000    0.002    0.000 events.py:22(__init__)
      603    0.002    0.000    0.007    0.000 tokenize.py:464(tokenize)
    12080    0.002    0.000    0.002    0.000 {built-in method builtins.iter}
      925    0.002    0.000    0.002    0.000 {method 'format' of 'str' objects}
     2204    0.002    0.000    0.045    0.000 re.py:286(_compile)
     7541    0.002    0.000    0.002    0.000 constructor.py:117(construct_scalar)
5304/2802    0.002    0.000    0.037    0.000 constructor.py:405(construct_yaml_seq)
    10333    0.002    0.000    0.002    0.000 parser.py:107(peek_event)
     1234    0.002    0.000    0.011    0.000 util.py:557(eval_token)
     5765    0.002    0.000    0.002    0.000 {method 'rpartition' of 'str' objects}
      598    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:524(spec_from_file_location)
    10333    0.002    0.000    0.002    0.000 resolver.py:114(ascend_resolver)
       11    0.002    0.000    0.006    0.001 util.py:262(<dictcomp>)
     5977    0.002    0.000    0.004    0.000 sre_parse.py:253(get)
 1256/509    0.002    0.000    0.002    0.000 sre_parse.py:173(getwidth)
     2256    0.002    0.000    0.007    0.000 util.py:656(__eq__)
     7326    0.002    0.000    0.003    0.000 _collections_abc.py:719(__iter__)
      334    0.001    0.000    0.016    0.000 _util.py:269(getargspec_no_self)
     2652    0.001    0.000    0.036    0.000 constructor.py:124(construct_sequence)
       16    0.001    0.000    0.003    0.000 enum.py:124(__new__)
      603    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap>:318(__exit__)
      109    0.001    0.000    0.022    0.000 _distn_infrastructure.py:626(_construct_argparser)
      642    0.001    0.000    0.003    0.000 util.py:969(__next__)
      321    0.001    0.000    0.005    0.000 util.py:666(operate)
        2    0.001    0.001    0.005    0.002 symmetry.py:158(_get_pointgroup_operations)
     2983    0.001    0.000    0.105    0.000 <frozen importlib._bootstrap_external>:75(_path_stat)
     5882    0.001    0.000    0.001    0.000 __init__.py:895(<genexpr>)
      687    0.001    0.000    0.053    0.000 parser.py:427(parse_block_mapping_key)
     3230    0.001    0.000    0.002    0.000 sre_parse.py:163(__getitem__)
